Index,Tag,Type,SW Ver.,Time Stamp,Log Interval,Latitude,Longitude,Altitude,DOP,Speed,Battery,Temperature,Light Intensity,Movement,Accelerometer,Alarm,RSSI,Coverage,Retries
845,Lion: 8528,IR-SAT Tag,72,2/16/2025 22:35,Every 10 minutes,-3.661683°,38.246270°,(-),10 meters,0 km/h,3.66 Volt,37°C,(-),Y,"[8486,-9166,9207]",N,0,Y,0
846,Lion: 8529,IR-SAT Tag,72,2/16/2025 22:42,Every 2 hours,-3.570193°,38.181918°,(-),<10 meters,0 km/h,3.63 Volt,35°C,(-),Y,"[-10721,-3216,11321]",N,0,Y,0
847,Lion: 8528,IR-SAT Tag,72,2/16/2025 22:45,Every 10 minutes,-3.661690°,38.246245°,(-),<10 meters,0 km/h,3.66 Volt,39°C,(-),Y,"[9182,-8335,9428]",N,0,N,2
848,Lion: 8528,IR-SAT Tag,72,2/16/2025 22:55,Every 10 minutes,-3.661693°,38.246260°,(-),10 meters,0 km/h,3.65 Volt,40°C,(-),Y,"[11367,-5184,9679]",N,0,Y,1
849,Lion: 8528,IR-SAT Tag,72,2/16/2025 23:10,Every 10 minutes,-3.661352°,38.246182°,(-),<10 meters,0 km/h,3.66 Volt,41°C,(-),Y,"[6213,-6977,12328]",N,0,N,2
850,Lion: 8528,IR-SAT Tag,72,2/16/2025 23:20,Every 10 minutes,-3.661322°,38.246173°,(-),10 meters,0 km/h,3.65 Volt,41°C,(-),Y,"[2694,-8134,12744]",N,0,N,2
851,Lion: 8528,IR-SAT Tag,72,2/16/2025 23:30,Every 10 minutes,-3.661795°,38.246287°,(-),<10 meters,0 km/h,3.65 Volt,41°C,(-),Y,"[5692,-7687,12171]",N,0,Y,0
852,Lion: 8528,IR-SAT Tag,72,2/16/2025 23:40,Every 10 minutes,-3.661785°,38.246273°,(-),<10 meters,0 km/h,3.66 Volt,41°C,(-),Y,"[5742,-7214,13208]",N,0,Y,0
853,Lion: 8528,IR-SAT Tag,72,2/16/2025 23:50,Every 10 minutes,-3.661755°,38.246237°,(-),<10 meters,0 km/h,3.66 Volt,41°C,(-),Y,"[2342,-7170,13003]",N,0,Y,0
854,Lion: 8528,IR-SAT Tag,72,2/17/2025 0:00,Every 10 minutes,-3.661780°,38.246267°,(-),<10 meters,0 km/h,3.66 Volt,41°C,(-),Y,"[631,-3907,14792]",N,0,Y,0
855,Lion: 8528,IR-SAT Tag,72,2/17/2025 0:10,Every 10 minutes,-3.662023°,38.246008°,(-),10 meters,0 km/h,3.66 Volt,41°C,(-),Y,"[6315,532,12243]",N,0,Y,0
856,Lion: 8528,IR-SAT Tag,72,2/17/2025 0:20,Every 10 minutes,-3.662023°,38.245983°,(-),<10 meters,0 km/h,3.66 Volt,42°C,(-),Y,"[9237,-6817,10610]",N,0,Y,0
857,Lion: 8531,IR-SAT Tag,72,2/17/2025 0:28,Every 2 hours,-3.626382°,38.113565°,(-),<10 meters,0 km/h,3.69 Volt,38°C,(-),Y,"[15118,3566,5305]",N,0,Y,0
858,Lion: 8528,IR-SAT Tag,72,2/17/2025 0:30,Every 10 minutes,-3.662010°,38.246003°,(-),<10 meters,0 km/h,3.66 Volt,42°C,(-),Y,"[5221,-6459,13004]",N,0,Y,0
859,Lion: 8530,IR-SAT Tag,72,2/17/2025 0:35,Every 2 hours,-3.509932°,38.112412°,(-),10 meters,0 km/h,3.65 Volt,43°C,(-),Y,"[8153,-6165,12310]",N,0,Y,0
860,Lion: 8528,IR-SAT Tag,72,2/17/2025 0:40,Every 10 minutes,-3.661992°,38.245953°,(-),10 meters,0 km/h,3.66 Volt,42°C,(-),Y,"[-347,-8076,12906]",N,0,N,3
861,Lion: 8529,IR-SAT Tag,72,2/17/2025 0:42,Every 2 hours,-3.570223°,38.181685°,(-),10 meters,0 km/h,3.64 Volt,44°C,(-),Y,"[8232,-5255,13108]",N,0,Y,1
862,Lion: 8528,IR-SAT Tag,72,2/17/2025 0:51,Every 10 minutes,-3.662043°,38.246028°,(-),10 meters,0 km/h,3.66 Volt,42°C,(-),Y,"[4097,-9194,11632]",N,0,N,3
863,Lion: 8528,IR-SAT Tag,72,2/17/2025 1:00,Every 10 minutes,-3.662012°,38.245998°,(-),10 meters,0 km/h,3.66 Volt,42°C,(-),Y,"[4993,-7815,12307]",N,0,Y,0
864,Lion: 8528,IR-SAT Tag,72,2/17/2025 1:11,Every 10 minutes,-3.661992°,38.245978°,(-),10 meters,1 km/h,3.66 Volt,43°C,(-),Y,"[2046,-6576,13725]",N,0,N,2
865,Lion: 8528,IR-SAT Tag,72,2/17/2025 1:21,Every 10 minutes,-3.662043°,38.245982°,(-),10 meters,0 km/h,3.66 Volt,43°C,(-),Y,"[2708,-6095,13860]",N,0,Y,1
866,Lion: 8528,IR-SAT Tag,72,2/17/2025 1:31,Every 10 minutes,-3.662037°,38.245928°,(-),10 meters,1 km/h,3.65 Volt,45°C,(-),Y,"[7436,-8625,10517]",N,0,Y,0
867,Lion: 8528,IR-SAT Tag,72,2/17/2025 1:41,Every 10 minutes,-3.662037°,38.245990°,(-),<10 meters,0 km/h,3.66 Volt,45°C,(-),Y,"[6042,-8666,11233]",N,0,Y,0
868,Lion: 8528,IR-SAT Tag,72,2/17/2025 1:51,Every 10 minutes,-3.662032°,38.246025°,(-),10 meters,0 km/h,3.66 Volt,43°C,(-),Y,"[11577,-8083,7097]",N,0,Y,0
869,Lion: 8528,IR-SAT Tag,72,2/17/2025 2:00,Every 10 minutes,-3.662018°,38.246058°,(-),10 meters,1 km/h,3.66 Volt,42°C,(-),Y,"[7892,-8098,10646]",N,0,N,4
870,Lion: 8528,IR-SAT Tag,72,2/17/2025 2:11,Every 10 minutes,-3.662017°,38.246043°,(-),10 meters,0 km/h,3.66 Volt,42°C,(-),Y,"[9019,-9115,8853]",N,0,Y,0
871,Lion: 8528,IR-SAT Tag,72,2/17/2025 2:21,Every 10 minutes,-3.662015°,38.246007°,(-),10 meters,0 km/h,3.65 Volt,42°C,(-),Y,"[5676,-6659,12817]",N,0,N,4
872,Lion: 8531,IR-SAT Tag,72,2/17/2025 2:28,Every 2 hours,-3.626405°,38.113598°,(-),10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[-11740,1678,10186]",N,0,N,2
873,Lion: 8528,IR-SAT Tag,72,2/17/2025 2:31,Every 10 minutes,-3.662012°,38.245977°,(-),10 meters,0 km/h,3.65 Volt,42°C,(-),Y,"[8121,-6793,11317]",N,0,Y,0
874,Lion: 8530,IR-SAT Tag,72,2/17/2025 2:36,Every 2 hours,-3.509963°,38.112320°,(-),<10 meters,0 km/h,3.65 Volt,42°C,(-),Y,"[16669,-1169,214]",N,0,Y,0
875,Lion: 8528,IR-SAT Tag,72,2/17/2025 2:41,Every 10 minutes,-3.662033°,38.246002°,(-),<10 meters,0 km/h,3.65 Volt,41°C,(-),Y,"[6962,-8036,11337]",N,0,Y,0
876,Lion: 8529,IR-SAT Tag,72,2/17/2025 2:43,Every 2 hours,-3.570223°,38.181663°,(-),<10 meters,0 km/h,3.64 Volt,41°C,(-),Y,"[7439,-3324,14026]",N,0,N,2
877,Lion: 8528,IR-SAT Tag,72,2/17/2025 2:51,Every 10 minutes,-3.661920°,38.245832°,(-),10 meters,0 km/h,3.66 Volt,41°C,(-),Y,"[6096,-7990,11741]",N,0,Y,0
878,Lion: 8528,IR-SAT Tag,72,2/17/2025 3:00,Every 10 minutes,-3.661793°,38.245297°,(-),10 meters,0 km/h,3.65 Volt,42°C,(-),Y,"[2652,-7804,13024]",N,0,Y,0
879,Lion: 8528,IR-SAT Tag,72,2/17/2025 3:12,Every 10 minutes,-3.661810°,38.245243°,(-),10 meters,0 km/h,3.66 Volt,43°C,(-),Y,"[2454,-6438,13722]",N,0,N,5
880,Lion: 8528,IR-SAT Tag,72,2/17/2025 3:22,Every 10 minutes,-3.661812°,38.245165°,(-),<10 meters,0 km/h,3.66 Volt,43°C,(-),Y,"[4052,-7436,12797]",N,0,Y,1
881,Lion: 8528,IR-SAT Tag,72,2/17/2025 3:32,Every 10 minutes,-3.661780°,38.245187°,(-),<10 meters,0 km/h,3.65 Volt,44°C,(-),Y,"[6952,-8122,11134]",N,0,N,2
882,Lion: 8528,IR-SAT Tag,72,2/17/2025 3:42,Every 10 minutes,-3.661903°,38.241155°,(-),10 meters,0 km/h,3.66 Volt,45°C,(-),Y,"[4653,-7736,12634]",N,0,N,2
883,Lion: 8528,IR-SAT Tag,72,2/17/2025 3:52,Every 10 minutes,-3.661902°,38.241205°,(-),10 meters,0 km/h,3.66 Volt,45°C,(-),Y,"[10554,-4992,10585]",N,0,Y,0
884,Lion: 8528,IR-SAT Tag,72,2/17/2025 4:00,Every 10 minutes,-3.661832°,38.239772°,(-),<10 meters,3 km/h,3.65 Volt,45°C,(-),Y,"[7636,-1535,12986]",N,0,Y,0
885,Lion: 8528,IR-SAT Tag,72,2/17/2025 4:12,Every 10 minutes,-3.661013°,38.238832°,(-),10 meters,0 km/h,3.65 Volt,48°C,(-),Y,"[5913,-7620,11975]",N,0,N,2
886,Lion: 8528,IR-SAT Tag,72,2/17/2025 4:22,Every 10 minutes,-3.660997°,38.238743°,(-),10 meters,2 km/h,3.65 Volt,47°C,(-),Y,"[6558,-2630,14259]",N,0,Y,0
887,Lion: 8531,IR-SAT Tag,72,2/17/2025 4:29,Every 2 hours,-3.626338°,38.113618°,(-),10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[-14376,-238,5724]",N,0,N,2
888,Lion: 8528,IR-SAT Tag,72,2/17/2025 4:32,Every 10 minutes,-3.660123°,38.238578°,(-),10 meters,0 km/h,3.65 Volt,48°C,(-),Y,"[4382,-2789,14516]",N,0,N,2
889,Lion: 8530,IR-SAT Tag,72,2/17/2025 4:36,Every 2 hours,-3.508300°,38.113332°,(-),<10 meters,0 km/h,3.65 Volt,42°C,(-),Y,"[6028,-9955,10714]",N,0,N,2
891,Lion: 8529,IR-SAT Tag,72,2/17/2025 4:44,Every 2 hours,-3.570262°,38.181707°,(-),<10 meters,0 km/h,3.64 Volt,41°C,(-),Y,"[3496,-7043,13535]",N,0,Y,0
892,Lion: 8528,IR-SAT Tag,72,2/17/2025 4:52,Every 10 minutes,-3.660122°,38.238602°,(-),10 meters,0 km/h,3.65 Volt,46°C,(-),Y,"[-6640,-5681,12403]",N,0,Y,1
893,Lion: 8528,IR-SAT Tag,72,2/17/2025 5:00,Every 10 minutes,-3.660112°,38.238570°,(-),10 meters,0 km/h,3.65 Volt,45°C,(-),Y,"[459,3149,15261]",N,0,N,2
894,Lion: 8528,IR-SAT Tag,72,2/17/2025 5:13,Every 10 minutes,-3.660100°,38.238562°,(-),<10 meters,0 km/h,3.65 Volt,44°C,(-),Y,"[2261,3864,15095]",N,0,Y,0
895,Lion: 8528,IR-SAT Tag,72,2/17/2025 5:23,Every 10 minutes,-3.659827°,38.238522°,(-),10 meters,1 km/h,3.65 Volt,44°C,(-),Y,"[16179,1097,-1848]",N,0,N,3
896,Lion: 8528,IR-SAT Tag,72,2/17/2025 5:33,Every 10 minutes,-3.660087°,38.238590°,(-),10 meters,0 km/h,3.64 Volt,44°C,(-),Y,"[16255,1092,-1384]",N,0,N,2
897,Lion: 8528,IR-SAT Tag,72,2/17/2025 5:43,Every 10 minutes,-3.660008°,38.238512°,(-),10 meters,1 km/h,3.64 Volt,44°C,(-),Y,"[15753,-981,-3709]",N,0,N,2
898,Lion: 8528,IR-SAT Tag,72,2/17/2025 5:53,Every 10 minutes,-3.660055°,38.238590°,(-),10 meters,0 km/h,3.64 Volt,43°C,(-),N,"[15786,-883,-3622]",N,0,N,2
900,Lion: 8528,IR-SAT Tag,72,2/17/2025 6:13,Every 10 minutes,-3.659860°,38.238517°,(-),10 meters,2 km/h,3.64 Volt,44°C,(-),Y,"[12622,63,-9981]",N,0,N,2
901,Lion: 8528,IR-SAT Tag,72,2/17/2025 6:23,Every 10 minutes,-3.659920°,38.238728°,(-),10 meters,1 km/h,3.63 Volt,44°C,(-),Y,"[13078,42,-9379]",N,0,N,2
902,Lion: 8531,IR-SAT Tag,72,2/17/2025 6:30,Every 2 hours,-3.626362°,38.113637°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[11525,1428,-11654]",N,0,N,2
903,Lion: 8528,IR-SAT Tag,72,2/17/2025 6:33,Every 10 minutes,-3.659918°,38.238717°,(-),10 meters,0 km/h,3.64 Volt,44°C,(-),Y,"[-7748,356,13470]",N,0,Y,1
904,Lion: 8530,IR-SAT Tag,72,2/17/2025 6:37,Every 2 hours,-3.509217°,38.116590°,(-),<10 meters,0 km/h,3.65 Volt,39°C,(-),Y,"[4549,2589,14898]",N,0,N,2
905,Lion: 8528,IR-SAT Tag,72,2/17/2025 6:43,Every 10 minutes,-3.660088°,38.238560°,(-),10 meters,0 km/h,3.63 Volt,43°C,(-),Y,"[-8867,737,12682]",N,0,N,2
906,Lion: 8529,IR-SAT Tag,72,2/17/2025 6:45,Every 2 hours,-3.570202°,38.181720°,(-),<10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[-10923,320,11766]",N,0,N,3
907,Lion: 8528,IR-SAT Tag,72,2/17/2025 6:53,Every 10 minutes,-3.660105°,38.238577°,(-),10 meters,0 km/h,3.64 Volt,43°C,(-),Y,"[-996,1195,-15586]",N,0,N,2
908,Lion: 8528,IR-SAT Tag,72,2/17/2025 7:00,Every 10 minutes,-3.660078°,38.238492°,(-),10 meters,0 km/h,3.63 Volt,42°C,(-),Y,"[-11414,-1606,10390]",N,0,Y,1
909,Lion: 8528,IR-SAT Tag,72,2/17/2025 7:13,Every 10 minutes,-3.660117°,38.238470°,(-),10 meters,2 km/h,3.62 Volt,42°C,(-),Y,"[-10560,-1460,11200]",N,0,Y,0
910,Lion: 8528,IR-SAT Tag,72,2/17/2025 7:23,Every 10 minutes,-3.660082°,38.238443°,(-),10 meters,0 km/h,3.64 Volt,41°C,(-),Y,"[-11766,-2301,9964]",N,0,Y,0
911,Lion: 8528,IR-SAT Tag,72,2/17/2025 7:33,Every 10 minutes,-3.660078°,38.238565°,(-),10 meters,0 km/h,3.64 Volt,41°C,(-),Y,"[-11646,-2092,10046]",N,0,N,2
912,Lion: 8528,IR-SAT Tag,72,2/17/2025 7:43,Every 10 minutes,-3.660077°,38.238565°,(-),10 meters,0 km/h,3.64 Volt,41°C,(-),Y,"[-11594,-1469,10282]",N,0,Y,0
913,Lion: 8528,IR-SAT Tag,72,2/17/2025 7:54,Every 10 minutes,-3.660073°,38.238570°,(-),<10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[-10883,1322,11136]",N,0,N,3
914,Lion: 8528,IR-SAT Tag,72,2/17/2025 8:00,Every 10 minutes,-3.659957°,38.238583°,(-),10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[13356,-8104,2981]",N,0,N,2
915,Lion: 8528,IR-SAT Tag,72,2/17/2025 8:14,Every 10 minutes,-3.660207°,38.238833°,(-),<10 meters,2 km/h,3.64 Volt,38°C,(-),Y,"[7453,-744,11969]",N,0,N,2
916,Lion: 8528,IR-SAT Tag,72,2/17/2025 8:24,Every 10 minutes,-3.659530°,38.237610°,(-),<10 meters,3 km/h,3.64 Volt,38°C,(-),Y,"[5689,2125,14395]",N,0,N,2
918,Lion: 8528,IR-SAT Tag,72,2/17/2025 8:34,Every 10 minutes,-3.661537°,38.240758°,(-),<10 meters,2 km/h,3.64 Volt,37°C,(-),Y,"[7179,6216,9824]",N,0,N,2
919,Lion: 8530,IR-SAT Tag,72,2/17/2025 8:37,Every 2 hours,-3.509220°,38.116727°,(-),10 meters,0 km/h,3.64 Volt,36°C,(-),Y,"[10081,1279,12610]",N,0,Y,0
920,Lion: 8528,IR-SAT Tag,72,2/17/2025 8:44,Every 10 minutes,-3.660673°,38.242185°,(-),<10 meters,4 km/h,3.64 Volt,37°C,(-),Y,"[10081,-2843,14335]",N,0,N,2
921,Lion: 8529,IR-SAT Tag,72,2/17/2025 8:45,Every 2 hours,-3.572018°,38.186300°,(-),<10 meters,0 km/h,3.64 Volt,34°C,(-),Y,"[-1517,-7326,13061]",N,0,Y,0
922,Lion: 8528,IR-SAT Tag,72,2/17/2025 8:54,Every 10 minutes,-3.661543°,38.245307°,(-),<10 meters,4 km/h,3.64 Volt,36°C,(-),Y,"[6372,1797,12553]",N,0,N,2
923,Lion: 8528,IR-SAT Tag,72,2/17/2025 9:00,Every 10 minutes,-3.661307°,38.244983°,(-),10 meters,1 km/h,3.64 Volt,36°C,(-),Y,"[4246,-8705,11872]",N,0,N,2
924,Lion: 8528,IR-SAT Tag,72,2/17/2025 9:14,Every 10 minutes,-3.661700°,38.246085°,(-),<10 meters,0 km/h,3.64 Volt,35°C,(-),Y,"[2646,-8425,12471]",N,0,N,2
925,Lion: 8528,IR-SAT Tag,72,2/17/2025 9:24,Every 10 minutes,-3.662465°,38.247192°,(-),10 meters,5 km/h,3.64 Volt,35°C,(-),Y,"[6031,3633,10639]",N,0,Y,0
926,Lion: 8528,IR-SAT Tag,72,2/17/2025 9:26,Every 2 hours,-3.662800°,38.247875°,(-),10 meters,3 km/h,3.64 Volt,36°C,(-),Y,"[13177,3491,16491]",N,0,N,2
927,Lion: 8531,IR-SAT Tag,72,2/17/2025 10:32,Every 2 hours,-3.626450°,38.113790°,(-),10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[16406,-1279,630]",N,0,N,4
928,Lion: 8530,IR-SAT Tag,72,2/17/2025 10:39,Every 2 hours,-3.479808°,38.129118°,(-),<10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[8091,-7615,11439]",N,0,Y,0
929,Lion: 8529,IR-SAT Tag,72,2/17/2025 10:46,Every 2 hours,-3.581803°,38.186955°,(-),10 meters,0 km/h,3.63 Volt,31°C,(-),Y,"[15918,-191,-2824]",N,0,N,2
930,Lion: 8528,IR-SAT Tag,72,2/17/2025 11:30,Every 2 hours,-3.626450°,38.231375°,(-),<10 meters,2 km/h,3.66 Volt,32°C,(-),Y,"[6965,1038,17121]",N,0,Y,0
931,Lion: 8528,IR-SAT Tag,72,2/17/2025 11:31,Every 2 hours,-3.626118°,38.231332°,(-),<10 meters,3 km/h,3.66 Volt,32°C,(-),Y,"[7918,-244,13511]",N,0,Y,0
932,Lion: 8531,IR-SAT Tag,72,2/17/2025 12:32,Every 2 hours,-3.626418°,38.113758°,(-),<10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[-12804,1408,8739]",N,0,Y,0
933,Lion: 8530,IR-SAT Tag,72,2/17/2025 12:39,Every 2 hours,-3.479985°,38.151617°,(-),<10 meters,3 km/h,3.65 Volt,30°C,(-),Y,"[6348,-4906,12325]",N,0,Y,1
934,Lion: 8529,IR-SAT Tag,72,2/17/2025 12:47,Every 2 hours,-3.589370°,38.194007°,(-),10 meters,3 km/h,3.63 Volt,29°C,(-),Y,"[5561,-3827,13175]",N,0,Y,0
935,Lion: 8528,IR-SAT Tag,72,2/17/2025 13:36,Every 2 hours,-3.613965°,38.225338°,(-),<10 meters,0 km/h,3.67 Volt,30°C,(-),Y,"[2340,-1188,15440]",N,0,Y,0
936,Lion: 8531,IR-SAT Tag,72,2/17/2025 14:32,Every 2 hours,-3.626380°,38.113607°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[6024,-7065,8765]",N,0,N,2
937,Lion: 8530,IR-SAT Tag,72,2/17/2025 14:40,Every 2 hours,-3.479022°,38.145255°,(-),<10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[5908,-6555,13098]",N,0,N,2
938,Lion: 8529,IR-SAT Tag,72,2/17/2025 14:48,Every 2 hours,-3.574090°,38.182755°,(-),<10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[15821,1182,-2881]",N,0,N,2
939,Lion: 8528,IR-SAT Tag,72,2/17/2025 16:00,Every 2 hours,-3.615317°,38.225265°,(-),<10 meters,0 km/h,3.67 Volt,28°C,(-),Y,"[16141,2032,841]",N,0,Y,0
940,Lion: 8531,IR-SAT Tag,72,2/17/2025 16:34,Every 2 hours,-3.626377°,38.113607°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[12686,3368,-9784]",N,0,N,2
941,Lion: 8530,IR-SAT Tag,72,2/17/2025 16:40,Every 2 hours,-3.470832°,38.139313°,(-),10 meters,0 km/h,3.65 Volt,28°C,(-),Y,"[8457,-6256,11437]",N,0,N,2
942,Lion: 8529,IR-SAT Tag,72,2/17/2025 16:48,Every 2 hours,-3.574048°,38.182750°,(-),10 meters,0 km/h,3.63 Volt,28°C,(-),Y,"[15865,1703,-2131]",N,0,N,2
943,Lion: 8528,IR-SAT Tag,72,2/17/2025 18:00,Every 2 hours,-3.615322°,38.225257°,(-),<10 meters,0 km/h,3.68 Volt,28°C,(-),Y,"[3950,-7065,13050]",N,0,Y,0
944,Lion: 8531,IR-SAT Tag,72,2/17/2025 18:34,Every 2 hours,-3.626413°,38.113558°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[9348,7026,-11378]",N,0,N,2
945,Lion: 8530,IR-SAT Tag,72,2/17/2025 18:42,Every 2 hours,-3.470950°,38.139407°,(-),<10 meters,0 km/h,3.64 Volt,28°C,(-),Y,"[-10221,-2894,11283]",N,0,Y,1
946,Lion: 8529,IR-SAT Tag,72,2/17/2025 18:50,Every 2 hours,-3.573842°,38.182925°,(-),10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[-1092,-6881,-14047]",N,0,N,6
947,Lion: 8528,IR-SAT Tag,72,2/17/2025 20:00,Every 2 hours,-3.620522°,38.227202°,(-),<10 meters,0 km/h,3.68 Volt,27°C,(-),Y,"[-11341,2190,10856]",N,0,Y,1
948,Lion: 8531,IR-SAT Tag,72,2/17/2025 20:34,Every 2 hours,-3.626365°,38.113585°,(-),<10 meters,0 km/h,3.69 Volt,28°C,(-),Y,"[2245,-8096,13316]",N,0,Y,0
949,Lion: 8530,IR-SAT Tag,72,2/17/2025 20:42,Every 2 hours,-3.470875°,38.139272°,(-),<10 meters,0 km/h,3.64 Volt,26°C,(-),Y,"[6885,7404,12503]",N,0,Y,1
950,Lion: 8529,IR-SAT Tag,72,2/17/2025 20:49,Every 2 hours,-3.568862°,38.165657°,(-),<10 meters,3 km/h,3.63 Volt,26°C,(-),Y,"[9226,2998,16487]",N,0,N,2
951,Lion: 8528,IR-SAT Tag,72,2/17/2025 22:00,Every 2 hours,-3.620517°,38.227318°,(-),10 meters,0 km/h,3.69 Volt,36°C,(-),Y,"[6483,6371,13093]",N,0,Y,0
952,Lion: 8528,IR-SAT Tag,72,2/17/2025 22:04,Every 10 minutes,-3.620557°,38.227278°,(-),10 meters,0 km/h,3.69 Volt,37°C,(-),N,"[6554,6337,13099]",N,0,Y,0
953,Lion: 8528,IR-SAT Tag,72,2/17/2025 22:19,Every 10 minutes,-3.620552°,38.227322°,(-),10 meters,0 km/h,3.68 Volt,38°C,(-),Y,"[5518,-6947,12588]",N,0,Y,0
954,Lion: 8528,IR-SAT Tag,72,2/17/2025 22:19,Every 2 hours,-3.620547°,38.227328°,(-),10 meters,1 km/h,3.68 Volt,39°C,(-),Y,"[6082,-5139,13277]",N,0,Y,1
955,Lion: 8531,IR-SAT Tag,72,2/17/2025 22:35,Every 2 hours,-3.626728°,38.113147°,(-),10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[-13211,912,8390]",N,0,Y,0
956,Lion: 8530,IR-SAT Tag,72,2/17/2025 22:43,Every 2 hours,-3.471073°,38.138698°,(-),<10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[16422,-1607,2880]",N,0,Y,0
957,Lion: 8529,IR-SAT Tag,72,2/17/2025 22:50,Every 2 hours,-3.565443°,38.161678°,(-),10 meters,0 km/h,3.63 Volt,32°C,(-),Y,"[15000,5817,-2145]",N,0,N,3
958,Lion: 8528,IR-SAT Tag,72,2/18/2025 0:25,Every 2 hours,-3.620668°,38.227480°,(-),<10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-15520,-1340,2037]",N,0,Y,0
960,Lion: 8530,IR-SAT Tag,72,2/18/2025 0:43,Every 2 hours,-3.471080°,38.138673°,(-),10 meters,0 km/h,3.64 Volt,36°C,(-),Y,"[-12857,-1919,8600]",N,0,Y,0
961,Lion: 8529,IR-SAT Tag,72,2/18/2025 0:51,Every 2 hours,-3.565427°,38.161658°,(-),10 meters,0 km/h,3.63 Volt,36°C,(-),Y,"[15818,2710,937]",N,0,Y,0
962,Lion: 8528,IR-SAT Tag,72,2/18/2025 2:00,Every 2 hours,-3.620703°,38.227517°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[10016,-6946,9990]",N,0,Y,0
963,Lion: 8531,IR-SAT Tag,72,2/18/2025 2:36,Every 2 hours,-3.626717°,38.113162°,(-),<10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-10811,1612,11090]",N,0,N,2
964,Lion: 8530,IR-SAT Tag,72,2/18/2025 2:44,Every 2 hours,-3.470968°,38.138515°,(-),<10 meters,0 km/h,3.65 Volt,40°C,(-),Y,"[9945,-6724,10728]",N,0,Y,0
965,Lion: 8529,IR-SAT Tag,72,2/18/2025 2:52,Every 2 hours,-3.565493°,38.161692°,(-),<10 meters,0 km/h,3.63 Volt,40°C,(-),Y,"[-12132,3855,9946]",N,0,Y,0
967,Lion: 8531,IR-SAT Tag,72,2/18/2025 4:37,Every 2 hours,-3.626705°,38.113115°,(-),<10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[14022,5403,-6778]",N,0,N,2
968,Lion: 8530,IR-SAT Tag,72,2/18/2025 4:45,Every 2 hours,-3.470100°,38.137198°,(-),<10 meters,0 km/h,3.65 Volt,40°C,(-),Y,"[6824,-7429,11916]",N,0,Y,0
969,Lion: 8529,IR-SAT Tag,72,2/18/2025 4:52,Every 2 hours,-3.565482°,38.161698°,(-),10 meters,0 km/h,3.63 Volt,42°C,(-),Y,"[15923,1566,-1982]",N,0,N,2
970,Lion: 8528,IR-SAT Tag,72,2/18/2025 6:00,Every 2 hours,-3.620670°,38.227548°,(-),10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[15100,1691,-5901]",N,0,N,2
971,Lion: 8531,IR-SAT Tag,72,2/18/2025 6:37,Every 2 hours,-3.626675°,38.113158°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-11916,-1117,9933]",N,0,N,2
972,Lion: 8530,IR-SAT Tag,72,2/18/2025 6:46,Every 2 hours,-3.470808°,38.137430°,(-),<10 meters,0 km/h,3.64 Volt,38°C,(-),Y,"[9383,-8218,10353]",N,0,N,3
973,Lion: 8529,IR-SAT Tag,72,2/18/2025 6:53,Every 2 hours,-3.565568°,38.161618°,(-),<10 meters,0 km/h,3.63 Volt,42°C,(-),Y,"[-14677,971,6466]",N,0,Y,1
974,Lion: 8528,IR-SAT Tag,72,2/18/2025 8:00,Every 2 hours,-3.620528°,38.227447°,(-),<10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[-15534,-2397,-814]",N,0,Y,1
975,Lion: 8531,IR-SAT Tag,72,2/18/2025 8:38,Every 2 hours,-3.626703°,38.113210°,(-),<10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[900,-7142,13847]",N,0,N,2
976,Lion: 8530,IR-SAT Tag,72,2/18/2025 8:46,Every 2 hours,-3.471043°,38.138688°,(-),<10 meters,0 km/h,3.64 Volt,36°C,(-),Y,"[13150,2806,-9416]",N,0,N,2
977,Lion: 8529,IR-SAT Tag,72,2/18/2025 8:55,Every 2 hours,-3.565532°,38.161588°,(-),10 meters,0 km/h,3.63 Volt,37°C,(-),Y,"[-15774,-1214,-3227]",N,0,Y,0
