Index,Tag,Type,SW Ver.,Time Stamp,Log Interval,Latitude,Longitude,Altitude,DOP,Speed,Battery,Temperature,Light Intensity,Movement,Accelerometer,Alarm,RSSI,Coverage,Retries
1,Lion: 8530,IR-SAT Tag,72,2/1/2025 2:22,Every 2 hours,-3.569262°,38.191652°,(-),<10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[7695,-4704,13528]",N,0,Y,0
2,Lion: 8531,IR-SAT Tag,72,2/1/2025 2:22,Every 2 hours,-3.597067°,38.125322°,(-),10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[-665,-8031,13199]",N,0,N,2
3,Lion: 8529,IR-SAT Tag,72,2/1/2025 2:30,Every 2 hours,-3.552925°,38.116773°,(-),10 meters,0 km/h,3.64 Volt,44°C,(-),Y,"[-11428,-9579,-5190]",N,0,N,2
4,Lion: 8528,IR-SAT Tag,72,2/1/2025 2:47,Every 2 hours,-3.580113°,38.174217°,(-),10 meters,0 km/h,3.69 Volt,43°C,(-),Y,"[7140,-7649,11758]",N,0,Y,0
5,Lion: 8530,IR-SAT Tag,72,2/1/2025 4:22,Every 2 hours,-3.569293°,38.191653°,(-),<10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[8709,-5656,12099]",N,0,N,2
6,Lion: 8531,IR-SAT Tag,72,2/1/2025 4:23,Every 2 hours,-3.597107°,38.125355°,(-),<10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-15506,-1082,-1459]",N,0,N,4
7,Lion: 8529,IR-SAT Tag,72,2/1/2025 4:32,Every 2 hours,-3.553002°,38.116772°,(-),10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[-16081,-498,-532]",N,0,Y,0
8,Lion: 8528,IR-SAT Tag,72,2/1/2025 4:48,Every 2 hours,-3.580078°,38.173943°,(-),<10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[-13150,2034,8486]",N,0,Y,0
9,Lion: 8530,IR-SAT Tag,72,2/1/2025 6:22,Every 2 hours,-3.569123°,38.191553°,(-),10 meters,1 km/h,3.64 Volt,32°C,(-),Y,"[-10461,-1376,11548]",N,0,Y,0
10,Lion: 8531,IR-SAT Tag,72,2/1/2025 6:23,Every 2 hours,-3.597035°,38.125388°,(-),10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[5953,-9636,11026]",N,0,Y,0
11,Lion: 8529,IR-SAT Tag,72,2/1/2025 6:32,Every 2 hours,-3.553010°,38.117268°,(-),10 meters,0 km/h,3.63 Volt,39°C,(-),Y,"[917,-4070,15236]",N,0,Y,0
12,Lion: 8528,IR-SAT Tag,72,2/1/2025 6:50,Every 2 hours,-3.580048°,38.173610°,(-),50 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[12695,5544,-8519]",N,0,N,2
13,Lion: 8531,IR-SAT Tag,72,2/1/2025 8:24,Every 2 hours,-3.597095°,38.125247°,(-),<10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[-13856,1924,7022]",N,0,Y,0
14,Lion: 8530,IR-SAT Tag,72,2/1/2025 8:25,Every 2 hours,-3.569078°,38.191483°,(-),10 meters,0 km/h,3.65 Volt,36°C,(-),Y,"[16506,451,2802]",N,0,N,2
15,Lion: 8529,IR-SAT Tag,72,2/1/2025 8:32,Every 2 hours,-3.551572°,38.116705°,(-),10 meters,0 km/h,3.63 Volt,35°C,(-),Y,"[8098,-8919,10075]",N,0,Y,1
16,Lion: 8528,IR-SAT Tag,72,2/1/2025 8:50,Every 2 hours,-3.579955°,38.173682°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[14452,4372,-6244]",N,0,N,3
17,Lion: 8530,IR-SAT Tag,72,2/1/2025 10:24,Every 2 hours,-3.569130°,38.191543°,(-),<10 meters,0 km/h,3.64 Volt,33°C,(-),Y,"[16633,-973,-230]",N,0,Y,0
18,Lion: 8531,IR-SAT Tag,72,2/1/2025 10:24,Every 2 hours,-3.597035°,38.125230°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[-15452,-1740,-111]",N,0,N,3
19,Lion: 8529,IR-SAT Tag,72,2/1/2025 10:33,Every 2 hours,-3.535588°,38.124278°,(-),<10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[9135,-7165,10776]",N,0,Y,0
20,Lion: 8528,IR-SAT Tag,72,2/1/2025 10:50,Every 2 hours,-3.579988°,38.173642°,(-),<10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[16283,1507,-404]",N,0,N,2
21,Lion: 8530,IR-SAT Tag,72,2/1/2025 12:25,Every 2 hours,-3.573190°,38.197632°,(-),10 meters,3 km/h,3.64 Volt,31°C,(-),Y,"[4458,-6591,13639]",N,0,N,3
22,Lion: 8531,IR-SAT Tag,72,2/1/2025 12:25,Every 2 hours,-3.597095°,38.125367°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[8171,9125,8527]",N,0,N,2
23,Lion: 8529,IR-SAT Tag,72,2/1/2025 12:34,Every 2 hours,-3.525150°,38.128848°,(-),10 meters,4 km/h,3.63 Volt,30°C,(-),Y,"[5387,-3617,13700]",N,0,Y,0
24,Lion: 8528,IR-SAT Tag,72,2/1/2025 12:51,Every 2 hours,-3.580010°,38.173632°,(-),<10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[-14656,-290,5692]",N,0,Y,1
25,Lion: 8530,IR-SAT Tag,72,2/1/2025 14:25,Every 2 hours,-3.577450°,38.198243°,(-),10 meters,2 km/h,3.65 Volt,30°C,(-),Y,"[-10352,-755,11436]",N,0,Y,0
26,Lion: 8531,IR-SAT Tag,72,2/1/2025 14:26,Every 2 hours,-3.601197°,38.120320°,(-),<10 meters,3 km/h,3.69 Volt,30°C,(-),Y,"[3952,-1266,14176]",N,0,N,2
27,Lion: 8529,IR-SAT Tag,72,2/1/2025 14:35,Every 2 hours,-3.513182°,38.129180°,(-),10 meters,5 km/h,3.63 Volt,29°C,(-),Y,"[5253,318,2798]",N,0,Y,0
28,Lion: 8528,IR-SAT Tag,72,2/1/2025 14:51,Every 2 hours,-3.579997°,38.173655°,(-),10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[-10155,-10840,-4270]",N,0,N,2
29,Lion: 8531,IR-SAT Tag,72,2/1/2025 16:26,Every 2 hours,-3.597038°,38.125297°,(-),10 meters,1 km/h,3.69 Volt,30°C,(-),Y,"[7343,-3950,12848]",N,0,N,3
30,Lion: 8530,IR-SAT Tag,72,2/1/2025 16:26,Every 2 hours,-3.577420°,38.198222°,(-),<10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[7795,1646,14022]",N,0,Y,0
31,Lion: 8529,IR-SAT Tag,72,2/1/2025 16:35,Every 2 hours,-3.513105°,38.129787°,(-),<10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[-10417,-2273,11767]",N,0,Y,0
33,Lion: 8530,IR-SAT Tag,72,2/1/2025 18:27,Every 2 hours,-3.577440°,38.198242°,(-),<10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[-9538,-794,12371]",N,0,Y,0
34,Lion: 8531,IR-SAT Tag,72,2/1/2025 18:28,Every 2 hours,-3.597192°,38.125185°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[14665,2181,-6947]",N,0,N,2
35,Lion: 8529,IR-SAT Tag,72,2/1/2025 18:36,Every 2 hours,-3.513265°,38.129805°,(-),<10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[9023,-7214,10839]",N,0,Y,0
36,Lion: 8528,IR-SAT Tag,72,2/1/2025 18:53,Every 2 hours,-3.580037°,38.173667°,(-),<10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[-4884,-8202,12058]",N,0,Y,0
37,Lion: 8530,IR-SAT Tag,72,2/1/2025 20:27,Every 2 hours,-3.574763°,38.200112°,(-),10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[7799,-9794,10089]",N,0,Y,1
38,Lion: 8531,IR-SAT Tag,72,2/1/2025 20:28,Every 2 hours,-3.597440°,38.125113°,(-),<10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[-11292,-1428,10694]",N,0,Y,0
39,Lion: 8529,IR-SAT Tag,72,2/1/2025 20:36,Every 2 hours,-3.512590°,38.128880°,(-),<10 meters,0 km/h,3.64 Volt,33°C,(-),Y,"[-11247,-2035,11131]",N,0,Y,0
40,Lion: 8528,IR-SAT Tag,72,2/1/2025 20:53,Every 2 hours,-3.580072°,38.173635°,(-),10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[-13573,-7094,-1804]",N,0,Y,0
41,Lion: 8530,IR-SAT Tag,72,2/1/2025 22:29,Every 2 hours,-3.563833°,38.202067°,(-),10 meters,0 km/h,3.65 Volt,34°C,(-),Y,"[-12782,3245,8412]",N,0,N,3
42,Lion: 8531,IR-SAT Tag,72,2/1/2025 22:29,Every 2 hours,-3.599737°,38.121180°,(-),<10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[16093,236,2756]",N,0,N,2
43,Lion: 8529,IR-SAT Tag,72,2/1/2025 22:37,Every 2 hours,-3.512618°,38.128853°,(-),10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[3634,-10027,11484]",N,0,Y,0
44,Lion: 8528,IR-SAT Tag,72,2/1/2025 22:55,Every 2 hours,-3.580060°,38.173900°,(-),10 meters,0 km/h,3.69 Volt,36°C,(-),Y,"[-12093,-9452,1717]",N,0,N,2
45,Lion: 8531,IR-SAT Tag,72,2/2/2025 0:29,Every 2 hours,-3.599880°,38.121267°,(-),10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[15717,3833,-2759]",N,0,Y,0
46,Lion: 8530,IR-SAT Tag,72,2/2/2025 0:29,Every 2 hours,-3.563908°,38.201487°,(-),10 meters,0 km/h,3.64 Volt,45°C,(-),Y,"[16555,2085,2952]",N,0,N,2
47,Lion: 8529,IR-SAT Tag,72,2/2/2025 0:38,Every 2 hours,-3.513147°,38.126372°,(-),<10 meters,0 km/h,3.64 Volt,35°C,(-),Y,"[-10748,-193,11849]",N,0,Y,0
48,Lion: 8528,IR-SAT Tag,72,2/2/2025 0:55,Every 2 hours,-3.580075°,38.173918°,(-),<10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[15645,-307,-4295]",N,0,Y,0
49,Lion: 8530,IR-SAT Tag,72,2/2/2025 2:30,Every 2 hours,-3.563810°,38.201193°,(-),<10 meters,0 km/h,3.65 Volt,42°C,(-),Y,"[3775,1798,15214]",N,0,N,2
50,Lion: 8531,IR-SAT Tag,72,2/2/2025 2:30,Every 2 hours,-3.599628°,38.120027°,(-),<10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[-11301,1334,10982]",N,0,N,2
51,Lion: 8529,IR-SAT Tag,72,2/2/2025 2:38,Every 2 hours,-3.513163°,38.126365°,(-),10 meters,0 km/h,3.64 Volt,37°C,(-),Y,"[8520,-9537,9250]",N,0,Y,0
52,Lion: 8528,IR-SAT Tag,72,2/2/2025 2:56,Every 2 hours,-3.580073°,38.173887°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[8852,-3987,12290]",N,0,N,2
53,Lion: 8531,IR-SAT Tag,72,2/2/2025 4:30,Every 2 hours,-3.599567°,38.120048°,(-),10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[15562,2687,-3917]",N,0,N,2
54,Lion: 8530,IR-SAT Tag,72,2/2/2025 4:31,Every 2 hours,-3.563797°,38.201178°,(-),10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[-11768,3178,9790]",N,0,Y,1
55,Lion: 8529,IR-SAT Tag,72,2/2/2025 4:40,Every 2 hours,-3.513157°,38.126365°,(-),10 meters,0 km/h,3.64 Volt,37°C,(-),Y,"[14606,5872,-4116]",N,0,Y,0
56,Lion: 8528,IR-SAT Tag,72,2/2/2025 4:56,Every 2 hours,-3.580150°,38.173967°,(-),10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[-9053,5611,11656]",N,0,Y,0
57,Lion: 8530,IR-SAT Tag,72,2/2/2025 6:31,Every 2 hours,-3.563825°,38.201180°,(-),10 meters,0 km/h,3.64 Volt,38°C,(-),Y,"[13522,1405,-9257]",N,0,Y,0
58,Lion: 8531,IR-SAT Tag,72,2/2/2025 6:32,Every 2 hours,-3.599603°,38.120110°,(-),<10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[-14397,1162,5938]",N,0,Y,0
59,Lion: 8529,IR-SAT Tag,72,2/2/2025 6:40,Every 2 hours,-3.513187°,38.126385°,(-),<10 meters,0 km/h,3.64 Volt,37°C,(-),Y,"[-15510,4007,-2748]",N,0,N,2
60,Lion: 8528,IR-SAT Tag,72,2/2/2025 6:57,Every 2 hours,-3.580205°,38.173643°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-11598,-734,10391]",N,0,N,2
61,Lion: 8531,IR-SAT Tag,72,2/2/2025 8:32,Every 2 hours,-3.599612°,38.120053°,(-),<10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[15503,1707,5013]",N,0,Y,0
62,Lion: 8530,IR-SAT Tag,72,2/2/2025 8:32,Every 2 hours,-3.563825°,38.201558°,(-),10 meters,0 km/h,3.64 Volt,36°C,(-),Y,"[-15387,-1360,2066]",N,0,N,2
63,Lion: 8529,IR-SAT Tag,72,2/2/2025 8:41,Every 2 hours,-3.513573°,38.127707°,(-),10 meters,0 km/h,3.63 Volt,34°C,(-),Y,"[-10151,-1077,12225]",N,0,Y,0
64,Lion: 8528,IR-SAT Tag,72,2/2/2025 8:58,Every 2 hours,-3.580150°,38.173538°,(-),10 meters,1 km/h,3.69 Volt,38°C,(-),Y,"[16229,143,918]",N,0,Y,1
65,Lion: 8530,IR-SAT Tag,72,2/2/2025 10:33,Every 2 hours,-3.556307°,38.193355°,(-),<10 meters,0 km/h,3.64 Volt,31°C,(-),Y,"[8595,-3375,13901]",N,0,Y,0
66,Lion: 8531,IR-SAT Tag,72,2/2/2025 10:34,Every 2 hours,-3.599768°,38.120235°,(-),10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[-12646,-1493,-9162]",N,0,Y,0
67,Lion: 8529,IR-SAT Tag,72,2/2/2025 10:42,Every 2 hours,-3.513588°,38.127673°,(-),10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[15054,1036,-5547]",N,0,Y,0
68,Lion: 8528,IR-SAT Tag,72,2/2/2025 10:59,Every 2 hours,-3.585540°,38.178915°,(-),10 meters,3 km/h,3.69 Volt,32°C,(-),Y,"[10684,-4919,10443]",N,0,Y,0
69,Lion: 8530,IR-SAT Tag,72,2/2/2025 12:33,Every 2 hours,-3.552393°,38.179808°,(-),<10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[11182,-6220,10154]",N,0,Y,0
70,Lion: 8531,IR-SAT Tag,72,2/2/2025 12:35,Every 2 hours,-3.599760°,38.120277°,(-),10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[-5611,-9162,11065]",N,0,Y,0
71,Lion: 8529,IR-SAT Tag,72,2/2/2025 12:42,Every 2 hours,-3.513612°,38.127753°,(-),10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[-15034,1831,-5720]",N,0,N,2
72,Lion: 8528,IR-SAT Tag,72,2/2/2025 12:59,Every 2 hours,-3.592310°,38.181618°,(-),<10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[6190,480,12719]",N,0,Y,0
73,Lion: 8531,IR-SAT Tag,72,2/2/2025 14:34,Every 2 hours,-3.599693°,38.120323°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[-9587,2938,11954]",N,0,Y,0
74,Lion: 8530,IR-SAT Tag,72,2/2/2025 14:34,Every 2 hours,-3.549325°,38.177438°,(-),10 meters,2 km/h,3.64 Volt,29°C,(-),Y,"[5778,283,16745]",N,0,Y,0
75,Lion: 8529,IR-SAT Tag,72,2/2/2025 14:43,Every 2 hours,-3.515412°,38.132250°,(-),10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[7103,-984,11946]",N,0,Y,0
76,Lion: 8528,IR-SAT Tag,72,2/2/2025 15:00,Every 2 hours,-3.592265°,38.181635°,(-),<10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[7787,2277,12390]",N,0,N,2
77,Lion: 8530,IR-SAT Tag,72,2/2/2025 16:34,Every 2 hours,-3.541803°,38.142695°,(-),10 meters,4 km/h,3.64 Volt,30°C,(-),Y,"[7668,-1739,12575]",N,0,Y,0
78,Lion: 8531,IR-SAT Tag,72,2/2/2025 16:35,Every 2 hours,-3.599715°,38.120253°,(-),<10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[-14070,1598,6587]",N,0,Y,0
79,Lion: 8529,IR-SAT Tag,72,2/2/2025 16:44,Every 2 hours,-3.509605°,38.138600°,(-),<10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[4106,-7046,13467]",N,0,Y,0
80,Lion: 8528,IR-SAT Tag,72,2/2/2025 17:00,Every 2 hours,-3.592428°,38.181752°,(-),10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[15573,968,4485]",N,0,Y,1
81,Lion: 8531,IR-SAT Tag,72,2/2/2025 18:35,Every 2 hours,-3.599608°,38.120290°,(-),<10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[14735,-6853,495]",N,0,Y,0
82,Lion: 8530,IR-SAT Tag,72,2/2/2025 18:36,Every 2 hours,-3.534127°,38.132798°,(-),<10 meters,2 km/h,3.65 Volt,29°C,(-),Y,"[5613,-3465,9713]",N,0,Y,1
83,Lion: 8529,IR-SAT Tag,72,2/2/2025 18:44,Every 2 hours,-3.498098°,38.151737°,(-),<10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[7605,6372,13590]",N,0,Y,0
84,Lion: 8528,IR-SAT Tag,72,2/2/2025 19:01,Every 2 hours,-3.592382°,38.181592°,(-),10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[-16210,-293,2550]",N,0,Y,0
85,Lion: 8530,IR-SAT Tag,72,2/2/2025 20:36,Every 2 hours,-3.518160°,38.143592°,(-),10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[8071,-6399,12318]",N,0,N,2
86,Lion: 8531,IR-SAT Tag,72,2/2/2025 20:36,Every 2 hours,-3.599628°,38.119962°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[4233,-712,18482]",N,0,N,2
87,Lion: 8529,IR-SAT Tag,72,2/2/2025 20:45,Every 2 hours,-3.499637°,38.147120°,(-),10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[7308,-7010,11806]",N,0,Y,0
88,Lion: 8528,IR-SAT Tag,72,2/2/2025 21:02,Every 2 hours,-3.589278°,38.179237°,(-),<10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[-11747,1072,10400]",N,0,Y,1
89,Lion: 8531,IR-SAT Tag,72,2/2/2025 22:36,Every 2 hours,-3.599620°,38.120035°,(-),10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[9798,4854,11879]",N,0,N,2
90,Lion: 8530,IR-SAT Tag,72,2/2/2025 22:37,Every 2 hours,-3.525482°,38.119782°,(-),<10 meters,0 km/h,3.65 Volt,35°C,(-),Y,"[15544,4513,-4138]",N,0,Y,0
91,Lion: 8529,IR-SAT Tag,72,2/2/2025 22:45,Every 2 hours,-3.509073°,38.129095°,(-),10 meters,0 km/h,3.63 Volt,34°C,(-),Y,"[-13752,2057,8386]",N,0,Y,0
93,Lion: 8530,IR-SAT Tag,72,2/3/2025 0:37,Every 2 hours,-3.525470°,38.119820°,(-),10 meters,0 km/h,3.65 Volt,38°C,(-),Y,"[16474,3086,-298]",N,0,N,2
94,Lion: 8531,IR-SAT Tag,72,2/3/2025 0:37,Every 2 hours,-3.599608°,38.120023°,(-),10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[14686,6479,-3762]",N,0,Y,0
95,Lion: 8529,IR-SAT Tag,72,2/3/2025 0:47,Every 2 hours,-3.509053°,38.129187°,(-),<10 meters,0 km/h,3.64 Volt,34°C,(-),Y,"[15920,2742,-73]",N,0,N,2
96,Lion: 8528,IR-SAT Tag,72,2/3/2025 1:04,Every 2 hours,-3.589213°,38.178710°,(-),10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[-12673,-348,-9230]",N,0,N,2
97,Lion: 8531,IR-SAT Tag,72,2/3/2025 2:38,Every 2 hours,-3.599692°,38.120055°,(-),10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[6071,3506,14306]",N,0,Y,0
99,Lion: 8529,IR-SAT Tag,72,2/3/2025 2:47,Every 2 hours,-3.509162°,38.129303°,(-),<10 meters,0 km/h,3.63 Volt,34°C,(-),Y,"[-11537,296,11126]",N,0,Y,0
100,Lion: 8528,IR-SAT Tag,72,2/3/2025 3:04,Every 2 hours,-3.589190°,38.178750°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[15942,3886,-344]",N,0,N,2
101,Lion: 8531,IR-SAT Tag,72,2/3/2025 4:39,Every 2 hours,-3.599650°,38.119922°,(-),10 meters,0 km/h,3.69 Volt,44°C,(-),Y,"[15845,5077,959]",N,0,N,2
102,Lion: 8530,IR-SAT Tag,72,2/3/2025 4:39,Every 2 hours,-3.525488°,38.119865°,(-),<10 meters,0 km/h,3.64 Volt,45°C,(-),Y,"[-10707,-1758,10957]",N,0,Y,0
103,Lion: 8529,IR-SAT Tag,72,2/3/2025 4:47,Every 2 hours,-3.509200°,38.129378°,(-),10 meters,0 km/h,3.63 Volt,37°C,(-),Y,"[-10392,-563,12038]",N,0,Y,0
104,Lion: 8528,IR-SAT Tag,72,2/3/2025 5:05,Every 2 hours,-3.589185°,38.178877°,(-),<10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[16143,2557,231]",N,0,Y,1
105,Lion: 8531,IR-SAT Tag,72,2/3/2025 6:39,Every 2 hours,-3.599675°,38.119932°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[16263,1149,1988]",N,0,Y,1
106,Lion: 8530,IR-SAT Tag,72,2/3/2025 6:40,Every 2 hours,-3.525497°,38.119818°,(-),10 meters,0 km/h,3.64 Volt,42°C,(-),Y,"[-14020,-676,6531]",N,0,N,2
107,Lion: 8529,IR-SAT Tag,72,2/3/2025 6:48,Every 2 hours,-3.508998°,38.129238°,(-),10 meters,0 km/h,3.64 Volt,37°C,(-),Y,"[7678,-8894,10473]",N,0,Y,0
108,Lion: 8528,IR-SAT Tag,72,2/3/2025 7:06,Every 2 hours,-3.589338°,38.178705°,(-),<10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[-6085,1962,14168]",N,0,Y,0
109,Lion: 8531,IR-SAT Tag,72,2/3/2025 8:40,Every 2 hours,-3.599753°,38.120213°,(-),<10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[3390,617,15720]",N,0,Y,0
110,Lion: 8530,IR-SAT Tag,72,2/3/2025 8:41,Every 2 hours,-3.525480°,38.119753°,(-),10 meters,0 km/h,3.64 Volt,35°C,(-),Y,"[-12633,-1381,8892]",N,0,Y,0
111,Lion: 8529,IR-SAT Tag,72,2/3/2025 8:49,Every 2 hours,-3.508825°,38.129110°,(-),10 meters,0 km/h,3.64 Volt,34°C,(-),Y,"[-9503,-3393,12268]",N,0,Y,0
112,Lion: 8528,IR-SAT Tag,72,2/3/2025 9:06,Every 2 hours,-3.590170°,38.179270°,(-),<10 meters,4 km/h,3.69 Volt,35°C,(-),Y,"[7182,-6269,12178]",N,0,Y,0
113,Lion: 8531,IR-SAT Tag,72,2/3/2025 10:40,Every 2 hours,-3.599622°,38.120185°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[10025,4052,12022]",N,0,Y,0
114,Lion: 8530,IR-SAT Tag,72,2/3/2025 10:41,Every 2 hours,-3.520412°,38.127563°,(-),10 meters,0 km/h,3.64 Volt,31°C,(-),Y,"[6455,-7632,10743]",N,0,Y,1
115,Lion: 8529,IR-SAT Tag,72,2/3/2025 10:50,Every 2 hours,-3.508603°,38.129687°,(-),10 meters,0 km/h,3.64 Volt,31°C,(-),Y,"[16060,872,1641]",N,0,Y,0
116,Lion: 8528,IR-SAT Tag,72,2/3/2025 11:07,Every 2 hours,-3.599175°,38.189258°,(-),<10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[5187,-8003,12134]",N,0,Y,0
117,Lion: 8531,IR-SAT Tag,72,2/3/2025 12:41,Every 2 hours,-3.599697°,38.120225°,(-),<10 meters,3 km/h,3.69 Volt,29°C,(-),Y,"[5768,-3023,14845]",N,0,N,2
118,Lion: 8530,IR-SAT Tag,72,2/3/2025 12:42,Every 2 hours,-3.521435°,38.125997°,(-),10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[14132,-5412,6251]",N,0,Y,0
119,Lion: 8529,IR-SAT Tag,72,2/3/2025 12:51,Every 2 hours,-3.508640°,38.129560°,(-),10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[12691,5494,-8389]",N,0,N,2
120,Lion: 8528,IR-SAT Tag,72,2/3/2025 13:07,Every 2 hours,-3.609447°,38.211438°,(-),10 meters,3 km/h,3.69 Volt,30°C,(-),Y,"[9805,-4485,11543]",N,0,Y,0
121,Lion: 8531,IR-SAT Tag,72,2/3/2025 14:41,Every 2 hours,-3.606383°,38.127253°,(-),10 meters,2 km/h,3.69 Volt,29°C,(-),Y,"[4005,-3574,14902]",N,0,Y,0
122,Lion: 8530,IR-SAT Tag,72,2/3/2025 14:43,Every 2 hours,-3.542665°,38.107895°,(-),<10 meters,0 km/h,3.65 Volt,29°C,(-),Y,"[7719,-5473,12938]",N,0,Y,0
123,Lion: 8529,IR-SAT Tag,72,2/3/2025 14:51,Every 2 hours,-3.508588°,38.129313°,(-),10 meters,0 km/h,3.63 Volt,31°C,(-),Y,"[-13550,-7858,-2625]",N,0,Y,1
124,Lion: 8528,IR-SAT Tag,72,2/3/2025 15:08,Every 2 hours,-3.613127°,38.215592°,(-),<10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[3374,-2423,14785]",N,0,Y,1
125,Lion: 8531,IR-SAT Tag,72,2/3/2025 16:43,Every 2 hours,-3.628287°,38.137602°,(-),<10 meters,4 km/h,3.69 Volt,30°C,(-),Y,"[800,-3455,15887]",N,0,Y,0
126,Lion: 8530,IR-SAT Tag,72,2/3/2025 16:43,Every 2 hours,-3.551278°,38.091762°,(-),10 meters,2 km/h,3.64 Volt,30°C,(-),Y,"[871,-14495,782]",N,0,Y,0
127,Lion: 8529,IR-SAT Tag,72,2/3/2025 16:52,Every 2 hours,-3.508563°,38.129298°,(-),<10 meters,0 km/h,3.63 Volt,32°C,(-),Y,"[-12243,1136,10341]",N,0,N,2
128,Lion: 8528,IR-SAT Tag,72,2/3/2025 17:09,Every 2 hours,-3.613143°,38.215623°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[15089,5442,3482]",N,0,Y,0
129,Lion: 8531,IR-SAT Tag,72,2/3/2025 18:43,Every 2 hours,-3.642723°,38.133355°,(-),<10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[4411,-4646,14429]",N,0,Y,1
130,Lion: 8530,IR-SAT Tag,72,2/3/2025 18:44,Every 2 hours,-3.543108°,38.081267°,(-),<10 meters,2 km/h,3.64 Volt,30°C,(-),Y,"[7023,1270,12625]",N,0,Y,1
131,Lion: 8529,IR-SAT Tag,72,2/3/2025 18:52,Every 2 hours,-3.508568°,38.129288°,(-),10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[-12194,-581,10324]",N,0,Y,0
